S.No,Name,Address,Latitude,Longitude,Website,Type,Stream,Branch,Course,District,Code,Zone,State
3168,Sankara College of Science And Commerce,"Saravanampatty, Coimbatore, 641 035.",11.1,76.98,http://www.sankara.ac.in/sansac/index.aspx,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Coimbatore,CO,TN West,Tamil Nadu
3169,SANKARA POLYTECHNIC COLLEGE,"Thudiyalur Rd, Saravanampatty, Coimbatore, Tamil Nadu 641035, India",11.1,76.99,sankara.ac.in/polytechnic/Default.aspx,Self Finance,Polytechnic College,Polytechnic College,,Coimbatore,CO,TN West,Tamil Nadu
3170,SANKARALINGAM BHUVANESWARI COLLEGE OF PHARMACY,"Anaikuttam, Tamil Nadu 626130, India",9.51,77.83,http://www.sbcollegeofpharmacy.com/,Self Finance,Medical,Allied Health Sciences,B. Pharm,Virudhunagar,VR,TN South,Tamil Nadu
3171,SANTHI PARAMEDICAL INSTITUTE,"Santhi Hospital Block, Behind SBI Complex,SIPCOT-I , Hosur 635 126, Krishnagiri Dist",12.7,77.81,http://www.santhicollege.com/contact.html,Self Finance,Medical,Allied Health Sciences,B.Sc. Physician Assistant,Krishnagiri,KR,TN North,Tamil Nadu
3172,Santhosi Arts & Science College (Co-Ed),"Maduranthagam, Kancheepuram District.",12.4,79.88,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Kanchipuram,KC,TN North,Tamil Nadu
3173,SANTOSH COLLEGE OF PHYSIOTHERAPY,"No.15-B, Thirunagar Main Road, Thirunagar, Madurai, Tamil Nadu 625006, India",9.88,78.05,http://www.santoshcollege.org/about.php,Self Finance,Medical,Allied Health Sciences,BPT Physiotherapy,Madurai,MDU,TN South,Tamil Nadu
3174,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Civil,Civil Engineering,Dharmapuri,DH,TN North,Tamil Nadu
3175,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Dharmapuri,DH,TN North,Tamil Nadu
3176,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Computer Science,Information Technology,Dharmapuri,DH,TN North,Tamil Nadu
3177,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Dharmapuri,DH,TN North,Tamil Nadu
3178,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Electrical,Electronics and Instrumentation Engineering,Dharmapuri,DH,TN North,Tamil Nadu
3179,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Dharmapuri,DH,TN North,Tamil Nadu
3180,Sapthagiri College of Engineering,"NH - 44,Krishnagiri Main Road, Dharmapuri(Dt.),Pin 635205",12.2,78.19,www.sapthagirigroup.org,Self Finance,Engineering,Mechanical,Mechanical Engineering,Dharmapuri,DH,TN North,Tamil Nadu
3181,SARA NURSING COLLEGE,"PALANI MAIN ROAD, Dharapuram, Tamil Nadu 638656, India",10.7,77.53,http://www.saranursingcollege.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Erode,ER,TN West,Tamil Nadu
3182,SARADA KRISHNA HOMOEOPATHY MEDICAL COLLEGE,"Kanyakumari Dist, Kulasekharam, Tamil Nadu 629161, India",8.37,77.29,http://www.skhmc.org/,Self Finance,Medical,AYUSH,BHMS Bachelor of Homoeopathic Medicine and Surgery,Kanniyakumari,KK,TN South,Tamil Nadu
3183,Saradha College For Women,"Sarada Nagar, Vm Chatram[P]",8.72,77.79,http://www.srisaradacollege.org/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tirunelveli,TI,TN South,Tamil Nadu
3184,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruchirappalli,TC,TN Central,Tamil Nadu
3185,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruchirappalli,TC,TN Central,Tamil Nadu
3186,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Tiruchirappalli,TC,TN Central,Tamil Nadu
3187,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruchirappalli,TC,TN Central,Tamil Nadu
3188,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruchirappalli,TC,TN Central,Tamil Nadu
3189,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Electrical,Instrumentation and Control Engineering,Tiruchirappalli,TC,TN Central,Tamil Nadu
3190,Saranathan College of Engineering,"Venkateswara Nagar, Tiruchirapalli(Dt.),Pin620012",10.8,78.65,www.saranathan.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruchirappalli,TC,TN Central,Tamil Nadu
3191,Saraswathi Arts & Science College,"Olakkur, Tindivanam Taluk, Villupuram District - 604 307.",13,80.22,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Viluppuram,VL,TN Central,Tamil Nadu
3192,Saraswathi Velu College of Engineering,"Jambukulam Road, Kattrampakkam(PO), Walajah(Tk.), Vellore(Dt.),Pin 631102",13,79.39,www.svcoe.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Vellore,VE,TN North,Tamil Nadu
3193,Saraswathi Velu College of Engineering,"Jambukulam Road, Kattrampakkam(PO), Walajah(Tk.), Vellore(Dt.),Pin 631102",13,79.39,www.svcoe.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Vellore,VE,TN North,Tamil Nadu
3194,Saraswathi Velu College of Engineering,"Jambukulam Road, Kattrampakkam(PO), Walajah(Tk.), Vellore(Dt.),Pin 631102",13,79.39,www.svcoe.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Vellore,VE,TN North,Tamil Nadu
3195,Saraswathi Velu College of Engineering,"Jambukulam Road, Kattrampakkam(PO), Walajah(Tk.), Vellore(Dt.),Pin 631102",13,79.39,www.svcoe.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Vellore,VE,TN North,Tamil Nadu
3196,Saraswathy College of Engineering & Technology,"NH-45, Main Road, Olakkur,Tindivanam, Villupuram(Dt.),Pin 604305",12.3,79.74,www.vetscet.com,Self Finance,Engineering,Civil,Civil Engineering,Viluppuram,VL,TN Central,Tamil Nadu
3197,Saraswathy College of Engineering & Technology,"NH-45, Main Road, Olakkur,Tindivanam, Villupuram(Dt.),Pin 604305",12.3,79.74,www.vetscet.com,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Viluppuram,VL,TN Central,Tamil Nadu
3198,Saraswathy College of Engineering & Technology,"NH-45, Main Road, Olakkur,Tindivanam, Villupuram(Dt.),Pin 604305",12.3,79.74,www.vetscet.com,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Viluppuram,VL,TN Central,Tamil Nadu
3199,Saraswathy College of Engineering & Technology,"NH-45, Main Road, Olakkur,Tindivanam, Villupuram(Dt.),Pin 604305",12.3,79.74,www.vetscet.com,Self Finance,Engineering,Mechanical,Mechanical Engineering,Viluppuram,VL,TN Central,Tamil Nadu
3200,Sardar Raja Arts College,"Raja Nagar, Vadakkankulam, Near Kanyakumari & Nagercoil, Tamilnadu - 627 116.",8.25,77.6,http://www.rajas.edu,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Kanniyakumari,KK,TN South,Tamil Nadu
3201,Sardar Raja College of Engineering,"Raja Nagar, Alangulam, Thirunelveli(Dt.),Pin627808",8.88,77.45,www.src.org.in,Self Finance,Engineering,Civil,Civil Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3202,Sardar Raja College of Engineering,"Raja Nagar, Alangulam, Thirunelveli(Dt.),Pin627808",8.88,77.45,www.src.org.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3203,Sardar Raja College of Engineering,"Raja Nagar, Alangulam, Thirunelveli(Dt.),Pin627808",8.88,77.45,www.src.org.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3204,Sardar Raja College of Engineering,"Raja Nagar, Alangulam, Thirunelveli(Dt.),Pin627808",8.88,77.45,www.src.org.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3205,Sardar Raja College of Engineering,"Raja Nagar, Alangulam, Thirunelveli(Dt.),Pin627808",8.88,77.45,www.src.org.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3206,SARDAR RAJAS COLLEGE OF NURSING,"Thirurajapuram, Kavalkinaru Junction, Tirunelveli, Tamil Nadu 627105, India",8.74,77.75,http://rajasnursingcollege.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Tirunelveli,TI,TN South,Tamil Nadu
3207,Sasi Creative School of Architecture,"293/2B, Roja Raja Gardens, Pollachi Main Road, Myleripalayam., Coimbatore(Dt.),Pin 641032",10.9,77.01,www.scsa.ac.in,Self Finance,Engineering,Architecture,Architecture,Coimbatore,CO,TN West,Tamil Nadu
3208,Sasoori Arts And Science College,"Naduppatti Village, Avinasi Taluk, Tiruppur District.",11.7,78.15,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruppur,TP,TN West,Tamil Nadu
3209,SASTHAA POLYTECHNIC COLLEGE,"Kandanur-Kilanilakkottai Rd, Kallur, Tamil Nadu 622209, India",10.2,78.85,http://sasthaacolleges.org/,Self Finance,Polytechnic College,Polytechnic College,,Pudukkottai,PU,TN Central,Tamil Nadu
3210,Sasurie Academy of Engineering,"NH-209, Sathy Main Road, Kariyampalayam, Coimbatore(Dt.),Pin 641653",11.2,77.07,www.sasurie.com,Self Finance,Engineering,Civil,Civil Engineering,Coimbatore,CO,TN West,Tamil Nadu
3211,Sasurie Academy of Engineering,"NH-209, Sathy Main Road, Kariyampalayam, Coimbatore(Dt.),Pin 641653",11.2,77.07,www.sasurie.com,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Coimbatore,CO,TN West,Tamil Nadu
3212,Sasurie Academy of Engineering,"NH-209, Sathy Main Road, Kariyampalayam, Coimbatore(Dt.),Pin 641653",11.2,77.07,www.sasurie.com,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Coimbatore,CO,TN West,Tamil Nadu
3213,Sasurie Academy of Engineering,"NH-209, Sathy Main Road, Kariyampalayam, Coimbatore(Dt.),Pin 641653",11.2,77.07,www.sasurie.com,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Coimbatore,CO,TN West,Tamil Nadu
3214,Sasurie Academy of Engineering,"NH-209, Sathy Main Road, Kariyampalayam, Coimbatore(Dt.),Pin 641653",11.2,77.07,www.sasurie.com,Self Finance,Engineering,Mechanical,Mechanical Engineering,Coimbatore,CO,TN West,Tamil Nadu
3215,Sasurie College of Engineering,"Uthukuli Road, Vijayamangalam, Tiruppur(Dt.),Pin 638056",11.2,77.49,www.sasurieengg.com,Self Finance,Engineering,Civil,Civil Engineering,Tiruppur,TP,TN West,Tamil Nadu
3216,Sasurie College of Engineering,"Uthukuli Road, Vijayamangalam, Tiruppur(Dt.),Pin 638056",11.2,77.49,www.sasurieengg.com,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruppur,TP,TN West,Tamil Nadu
3217,Sasurie College of Engineering,"Uthukuli Road, Vijayamangalam, Tiruppur(Dt.),Pin 638056",11.2,77.49,www.sasurieengg.com,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruppur,TP,TN West,Tamil Nadu
3218,Sasurie College of Engineering,"Uthukuli Road, Vijayamangalam, Tiruppur(Dt.),Pin 638056",11.2,77.49,www.sasurieengg.com,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruppur,TP,TN West,Tamil Nadu
3219,Sasurie College of Engineering,"Uthukuli Road, Vijayamangalam, Tiruppur(Dt.),Pin 638056",11.2,77.49,www.sasurieengg.com,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruppur,TP,TN West,Tamil Nadu
3220,Sathiya Arts And Science College (Co-Edn),"Wallajapet Vattam, Melvisharam, Rasathupuram, Vellore District.",12.9,79.37,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Vellore,VE,TN North,Tamil Nadu
3221,Satyam Arts And Science College,"Sundakkapalayam, Kariamangalam Post.",10.7,77.07,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Erode,ER,TN West,Tamil Nadu
3222,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.24,77.54,www.satyamedu.org,Self Finance,Engineering,Civil,Civil Engineering,Kanniyakumari,KK,TN South,Tamil Nadu
3223,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.24,77.54,www.satyamedu.org,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanniyakumari,KK,TN South,Tamil Nadu
3224,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.24,77.54,www.satyamedu.org,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanniyakumari,KK,TN South,Tamil Nadu
3225,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.24,77.54,www.satyamedu.org,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanniyakumari,KK,TN South,Tamil Nadu
3226,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.24,77.54,www.satyamedu.org,Self Finance,Engineering,Mechanical,Aeronautical Engineering,Kanniyakumari,KK,TN South,Tamil Nadu
3227,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.24,77.54,www.satyamedu.org,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanniyakumari,KK,TN South,Tamil Nadu
3228,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3229,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3230,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
3231,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3232,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3233,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Electrical,Electronics and Instrumentation Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3234,Saveetha Engineering College,"Saveetha Nagar, Thandalam, Kancheepuram(Dt.),Pin 602105",13,80.02,www.saveetha.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3235,SBM College of Engineering and Technology,"SBM Nagar, Thamaraipadi, Dindigul(Dt.),Pin624005",10.4,78.05,www.sbminstitutions.org,Self Finance,Engineering,Civil,Civil Engineering,Dindigul,DI,TN West,Tamil Nadu
3236,SBM College of Engineering and Technology,"SBM Nagar, Thamaraipadi, Dindigul(Dt.),Pin624005",10.4,78.05,www.sbminstitutions.org,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Dindigul,DI,TN West,Tamil Nadu
3237,SBM College of Engineering and Technology,"SBM Nagar, Thamaraipadi, Dindigul(Dt.),Pin624005",10.4,78.05,www.sbminstitutions.org,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Dindigul,DI,TN West,Tamil Nadu
3238,SBM College of Engineering and Technology,"SBM Nagar, Thamaraipadi, Dindigul(Dt.),Pin624005",10.4,78.05,www.sbminstitutions.org,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Dindigul,DI,TN West,Tamil Nadu
3239,SBM College of Engineering and Technology,"SBM Nagar, Thamaraipadi, Dindigul(Dt.),Pin624005",10.4,78.05,www.sbminstitutions.org,Self Finance,Engineering,Mechanical,Mechanical Engineering,Dindigul,DI,TN West,Tamil Nadu
3240,SBM POLYTECHNIC COLLEGE,"T.N.Paraipatty Pirivu, Thamaraipadi Trichy Road -5, SBM Nagar, Dindigul, Tamil Nadu 624005, India",10.4,78.05,http://www.sbminstitutions.ac.in/,Self Finance,Polytechnic College,Polytechnic College,,Dindigul,DI,TN West,Tamil Nadu
3241,SCAD College of Engineering and Technology,"SCAD Nagar, Cheranmahadevi, Thirunelveli(Dt.),Pin 627414",8.67,77.57,www.scadengineering.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3242,SCAD College of Engineering and Technology,"SCAD Nagar, Cheranmahadevi, Thirunelveli(Dt.),Pin 627414",8.67,77.57,www.scadengineering.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3243,SCAD College of Engineering and Technology,"SCAD Nagar, Cheranmahadevi, Thirunelveli(Dt.),Pin 627414",8.67,77.57,www.scadengineering.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3244,SCAD College of Engineering and Technology,"SCAD Nagar, Cheranmahadevi, Thirunelveli(Dt.),Pin 627414",8.67,77.57,www.scadengineering.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3245,SCAD College of Engineering and Technology,"SCAD Nagar, Cheranmahadevi, Thirunelveli(Dt.),Pin 627414",8.67,77.57,www.scadengineering.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3246,SCAD Institute of Technology,"Knowledge City, Anupatti, Palladam-Pollachi Highway, Palladam, Tiruppur(Dt.),Pin 641664",10.9,77.24,www.scadtech.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruppur,TP,TN West,Tamil Nadu
3247,SCAD Institute of Technology,"Knowledge City, Anupatti, Palladam-Pollachi Highway, Palladam, Tiruppur(Dt.),Pin 641664",10.9,77.24,www.scadtech.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruppur,TP,TN West,Tamil Nadu
3248,SCAD Institute of Technology,"Knowledge City, Anupatti, Palladam-Pollachi Highway, Palladam, Tiruppur(Dt.),Pin 641664",10.9,77.24,www.scadtech.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruppur,TP,TN West,Tamil Nadu
3249,SCAD Institute of Technology,"Knowledge City, Anupatti, Palladam-Pollachi Highway, Palladam, Tiruppur(Dt.),Pin 641664",10.9,77.24,www.scadtech.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruppur,TP,TN West,Tamil Nadu
3250,SCAD Institute of Technology,"Knowledge City, Anupatti, Palladam-Pollachi Highway, Palladam, Tiruppur(Dt.),Pin 641664",10.9,77.24,www.scadtech.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruppur,TP,TN West,Tamil Nadu
3251,SCAD POLYTECHNIC COLLEGE,"Cheranmahadevi, Tamil Nadu 627414, India",8.66,77.57,scadpoly.ac.in/,Self Finance,Polytechnic College,Polytechnic College,,Tirunelveli,TI,TN South,Tamil Nadu
3252,SCANSWORLD EDUCATION AND RESEARCH INSTITUTE,"No.20, Mangadusamy Street,Opp. Valluvarkottam High Road,Nungambakkam,Chennai - 600 034",13.1,80.24,www.scansworld.in/education.php,Self Finance,Medical,Allied Health Sciences,B.Sc. Radiology and Imaging Technology,Chennai,CH,TN North,Tamil Nadu
