S.No,Name,Address,Latitude,Longitude,Website,Type,Stream,Branch,Course,District,Code,Zone,State
3060,S. Veerasamy Chettiar College of Engineering and Technology,"S.V. Nagar, Puliangudi, Thirunelveli(Dt.),Pin627855",9.18,77.42,www.svccollege.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3061,S. Veerasamy Chettiar College of Engineering and Technology,"S.V. Nagar, Puliangudi, Thirunelveli(Dt.),Pin627855",9.18,77.42,www.svccollege.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3062,S. Veerasamy Chettiar College of Engineering and Technology,"S.V. Nagar, Puliangudi, Thirunelveli(Dt.),Pin627855",9.18,77.42,www.svccollege.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tirunelveli,TI,TN South,Tamil Nadu
3063,S.A. Engineering College,"Veeraraghavapuram, Poonamallee-Avadi Main Road, Thiruverkadu, Thiruvallur(Dt.),Pin600077",13.1,80.11,www.saec.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3064,S.A. Engineering College,"Veeraraghavapuram, Poonamallee-Avadi Main Road, Thiruverkadu, Thiruvallur(Dt.),Pin600077",13.1,80.11,www.saec.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3065,S.A. Engineering College,"Veeraraghavapuram, Poonamallee-Avadi Main Road, Thiruverkadu, Thiruvallur(Dt.),Pin600077",13.1,80.11,www.saec.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Tiruvallur,TL,TN North,Tamil Nadu
3066,S.A. Engineering College,"Veeraraghavapuram, Poonamallee-Avadi Main Road, Thiruverkadu, Thiruvallur(Dt.),Pin600077",13.1,80.11,www.saec.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3067,S.A. Engineering College,"Veeraraghavapuram, Poonamallee-Avadi Main Road, Thiruverkadu, Thiruvallur(Dt.),Pin600077",13.1,80.11,www.saec.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3068,S.A. Engineering College,"Veeraraghavapuram, Poonamallee-Avadi Main Road, Thiruverkadu, Thiruvallur(Dt.),Pin600077",13.1,80.11,www.saec.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3069,S.A. POLYTECHNIC COLLEGE,"Poonamalle-Avadi Road, Sundarasolavaram, Thiruverkadu, Chennai, Tamil Nadu 600077, India",13.1,80.11,sapoly.edu.in/,Self Finance,Polytechnic College,Polytechnic College,,Tiruvallur,TL,TN North,Tamil Nadu
3070,S.A. RAJA PHARMACY COLLEGE RAJA,"Raja Nagar,Sembikulam, Vadakangulam, Tirunelveli, Tamil Nadu 627116, India",8.24,77.62,http://www.sarajapharmacycollege.com/,Self Finance,Medical,Allied Health Sciences,B. Pharm,Tirunelveli,TI,TN South,Tamil Nadu
3071,S.A.RAJA’S POLYTECHNIC COLLEGE,"College Road, Kavalkinaru, Vadakankulam, Tamil Nadu 627116, India , College Rd, Raja Nagar, Alaganeri, Tamil Nadu 627116, India",8.24,77.61,,Self Finance,Polytechnic College,Polytechnic College,,Tirunelveli,TI,TN South,Tamil Nadu
3072,S.K. Arts & Science College (Co-Ed),"Thamaraipulam, Vedaraniyam Taluk.",8.12,77.43,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Nagapattinam,NG,TN Central,Tamil Nadu
3073,S.K. College of Arts And Science,"Kumarapuram, Melavasal, Mannargudi.",10.8,79.14,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruvarur,TR,TN Central,Tamil Nadu
3074,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Civil,Civil Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3075,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3076,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Computer Science,Information Technology,Tiruvannamalai,TV,TN Central,Tamil Nadu
3077,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3078,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3079,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3080,S.K.P. Engineering College,"Chinnakangiyanur, Thiruvannamalai(Dt.),Pin606611",12.2,79.12,www.skpec.edu.in,Self Finance,Engineering,Mechanical,Aeronautical Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3081,S.K.R. Engineering College,"Nazarathpet, Poonamallee Taluk, Thiruvallur(Dt.),Pin 600123",13,80.08,www.skrec.org,Self Finance,Engineering,Civil,Civil Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3082,S.K.R. Engineering College,"Nazarathpet, Poonamallee Taluk, Thiruvallur(Dt.),Pin 600123",13,80.08,www.skrec.org,Self Finance,Engineering,Computer Science,Information Technology,Tiruvallur,TL,TN North,Tamil Nadu
3083,S.K.R. Engineering College,"Nazarathpet, Poonamallee Taluk, Thiruvallur(Dt.),Pin 600123",13,80.08,www.skrec.org,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3084,S.K.R. Engineering College,"Nazarathpet, Poonamallee Taluk, Thiruvallur(Dt.),Pin 600123",13,80.08,www.skrec.org,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3085,S.K.R. Engineering College,"Nazarathpet, Poonamallee Taluk, Thiruvallur(Dt.),Pin 600123",13,80.08,www.skrec.org,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3086,S.K.R. Engineering College,"Nazarathpet, Poonamallee Taluk, Thiruvallur(Dt.),Pin 600123",13,80.08,www.skrec.org,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3087,S.K.Velayutham Arts And Science College (Women),"Kurunjipadi, Cuddalore District-607 302.",11.6,79.6,http://skvwc.blogspot.com/p/about-college.html,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Cuddalore,CU,TN Central,Tamil Nadu
3088,S.M.K. Arts And Science College,"Thuraiyur, Trichy District.",10.5,78.46,http://www.thirumalaisrinivasa.org/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Tiruchirappalli,TC,TN Central,Tamil Nadu
3089,S.M.S Arts and Science College,"Kallamanaikanpatti, Sivagasi Taluk, Virudhunagar District",9.45,77.8,http://www.smsartsandscience.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Virudhunagar,VR,TN South,Tamil Nadu
3090,S.P. College of Science and Arts,"No.54/1, Odaipatti Karuppayurani Post Madurai-625 020",9.93,78.21,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Madurai,MDU,TN South,Tamil Nadu
3091,S.PADMAVATHY POLYTECHNIC COLLEGE,"ATTUR MAIN ROAD, MURUGUR VILLAGE, THURAIYUR, Tamil Nadu 621008, India",11.2,78.58,http://www.spadmavathypolytechnic.com/contact.htm,Self Finance,Polytechnic College,Polytechnic College,,Tiruchirappalli,TC,TN Central,Tamil Nadu
3092,S.R.I College of Engineering and Technology,"321/15, Melmaruvathur Road, Birudur, Vandavasi, Thiruvannamalai(Dt.),Pin 604408",12.5,79.64,www.sriinstitutions.com,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3093,S.R.I College of Engineering and Technology,"321/15, Melmaruvathur Road, Birudur, Vandavasi, Thiruvannamalai(Dt.),Pin 604408",12.5,79.64,www.sriinstitutions.com,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3094,S.R.I College of Engineering and Technology,"321/15, Melmaruvathur Road, Birudur, Vandavasi, Thiruvannamalai(Dt.),Pin 604408",12.5,79.64,www.sriinstitutions.com,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3095,S.R.I College of Engineering and Technology,"321/15, Melmaruvathur Road, Birudur, Vandavasi, Thiruvannamalai(Dt.),Pin 604408",12.5,79.64,www.sriinstitutions.com,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvannamalai,TV,TN Central,Tamil Nadu
3096,S.R.I. POLYTECHNIC COLLEGE,"SH 115, Birudur, Tamil Nadu 604408, India",12.5,79.64,http://sriinstitutions.com/,Self Finance,Polytechnic College,Polytechnic College,,Tiruvannamalai,TV,TN Central,Tamil Nadu
3097,S.R.M. COLLEGE OF NURSING,"Bharathi Salai, Ramapuram, Chennai, Tamil Nadu 600089, India",13,80.18,http://www.srmuniv.ac.in/medicine/health-sciences/college-of-nursing,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Kanchipuram,KC,TN North,Tamil Nadu
3098,S.R.M. POLYTECHNIC COLLEGE,"Dr Radhakrishnan Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203, India",12.8,80.04,,Self Finance,Polytechnic College,Polytechnic College,,Kanchipuram,KC,TN North,Tamil Nadu
3099,S.S. Jain Arts And Science College,"T. Nagar, Chennai -17.",13,80.23,https://www.shasuncollege.edu.in/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Chennai,CH,TN North,Tamil Nadu
3100,S.S.K. POLYTECHNIC COLLEGE,"Trichy-Dindugal Road , Ammapettai, Srirangam, Trichirappalli, Tamil Nadu 620009, India",10.7,78.57,https://shivani.ac.in/,Self Finance,Polytechnic College,Polytechnic College,,Tiruchirappalli,TC,TN Central,Tamil Nadu
3101,S.S.K.V. College of Arts And Science For Women,Kilambi Village.,12.9,79.66,http://www.sskvcollege.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Kanchipuram,KC,TN North,Tamil Nadu
3102,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Chemical,Petrochemical Technology,Namakkal,NM,TN West,Tamil Nadu
3103,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Chemical,Petroleum Engineering,Namakkal,NM,TN West,Tamil Nadu
3104,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Civil,Civil Engineering,Namakkal,NM,TN West,Tamil Nadu
3105,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Computer Science,Information Technology,Namakkal,NM,TN West,Tamil Nadu
3106,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Namakkal,NM,TN West,Tamil Nadu
3107,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Namakkal,NM,TN West,Tamil Nadu
3108,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Namakkal,NM,TN West,Tamil Nadu
3109,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Namakkal,NM,TN West,Tamil Nadu
3110,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Textile,Textile Chemistry,Namakkal,NM,TN West,Tamil Nadu
3111,S.S.M. College of Engineering,"NH-47, Salem Main Road, Komarapalayam, Namakkal(Dt.),Pin 638183",11.4,77.74,www.ssmce.ac.in,Self Finance,Engineering,Textile,Textile Technology,Namakkal,NM,TN West,Tamil Nadu
3112,S.S.M. Commerce Arts And Science College,Sankari Tk.,11.5,77.79,http://www.ssmcas.ac.in/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Salem,SA,TN West,Tamil Nadu
3113,S.S.S. Arts & Science College,"By Pass Road, Arcot, Vellore District.",12.9,79.32,http://www.sss-college.com,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Vellore,VE,TN North,Tamil Nadu
3114,S.THANGAPAZHAM POLYTECHNIC COLLEGE,"Naranapuram, Tamil Nadu 627758, India",9.26,77.4,http://www.stpc.in/,Self Finance,Polytechnic College,Polytechnic College,,Tirunelveli,TI,TN South,Tamil Nadu
3115,S.VEERASAMY CHETTIAR POLYTECHNIC COLLEGE,"SV Nagar, Puliangudi, Tamil Nadu 627855, India",9.18,77.43,http://www.svccollege.ac.in/,Self Finance,Polytechnic College,Polytechnic College,,Tirunelveli,TI,TN South,Tamil Nadu
3116,Sacred Heart College of Arts And Science (Co-Edn),"Rettiyapati, R.M.T.C.Colony, Pappunagar, Thottanathu Village, Dindugal District.",10.3,78.02,http://www.shctpt.edu,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Dindigul,DI,TN West,Tamil Nadu
3117,"SACRED HEART COLLEGE OF NURSING, Kumbakonam","Bharathy Nagar, Kumbakonam, Tamil Nadu 612001",11,79.41,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Thanjavur,TJ,TN Central,Tamil Nadu
3118,"SACRED HEART COLLEGE OF NURSING,PUDUPATTI","PUDUPATTI, DINDIGUL DT, A.VELLODE, Tamil Nadu 624307, India",10.3,77.95,,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Dindigul,DI,TN West,Tamil Nadu
3119,SACRED HEART NURSING COLLEGE ULTRA TRUST,"4/235, College Road, Thasildar Nagar, Madurai, Tamil Nadu 625020, India",9.92,78.15,http://www.shnc.ac.in/,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Madurai,MDU,TN South,Tamil Nadu
3120,Sacs M.A.V.M.M Engineering College,"Kidaripatty (Po.), Alagarkoil (Via), Madurai(Dt.),Pin 625301",10.1,78.24,www.sacsmec.in,Self Finance,Engineering,Civil,Civil Engineering,Madurai,MDU,TN South,Tamil Nadu
3121,Sacs M.A.V.M.M Engineering College,"Kidaripatty (Po.), Alagarkoil (Via), Madurai(Dt.),Pin 625301",10.1,78.24,www.sacsmec.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Madurai,MDU,TN South,Tamil Nadu
3122,Sacs M.A.V.M.M Engineering College,"Kidaripatty (Po.), Alagarkoil (Via), Madurai(Dt.),Pin 625301",10.1,78.24,www.sacsmec.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Madurai,MDU,TN South,Tamil Nadu
3123,Sacs M.A.V.M.M Engineering College,"Kidaripatty (Po.), Alagarkoil (Via), Madurai(Dt.),Pin 625301",10.1,78.24,www.sacsmec.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Madurai,MDU,TN South,Tamil Nadu
3124,Sacs M.A.V.M.M Engineering College,"Kidaripatty (Po.), Alagarkoil (Via), Madurai(Dt.),Pin 625301",10.1,78.24,www.sacsmec.in,Self Finance,Engineering,Mechanical,Automobile Engineering,Madurai,MDU,TN South,Tamil Nadu
3125,Sacs M.A.V.M.M Engineering College,"Kidaripatty (Po.), Alagarkoil (Via), Madurai(Dt.),Pin 625301",10.1,78.24,www.sacsmec.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Madurai,MDU,TN South,Tamil Nadu
3126,SADASIVAM KATHIRKAMAVALLI POLYTECHNIC COLLEGE,"27,Serumangalam-I, Mannargudi, Tamil Nadu 614001, India",10.7,79.39,http://www.sadasivamkathirkamavalliptc.in/,Self Finance,Polytechnic College,Polytechnic College,,Tiruvarur,TR,TN Central,Tamil Nadu
3127,SAI RAM POLYTECHNIC COLLEGE,"Madurai, Tamil Nadu 625022, India",9.79,78.09,https://sairamgroup.in/sri-sairam-polytechnic-college/,Self Finance,Polytechnic College,Polytechnic College,,Madurai,MDU,TN South,Tamil Nadu
3128,SAINT MICHAEL’S POLYTECHNIC COLLEGE,"Chennai, Tamil Nadu 600062, India",13.2,80.13,smpt.co.in/,Self Finance,Polytechnic College,Polytechnic College,,Chennai,CH,TN North,Tamil Nadu
3129,Sakthi College of Arts and Science for Women,"Thiruvalluvar Salai, Dindigul-Palani, Main Road, Oddanchatram, Tamil Nadu 624619",10.5,77.83,http://www.sakthibedw.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Dindigul,DI,TN West,Tamil Nadu
3130,SAKTHI COLLEGE OF NURSING,"Aachimangalam, Thanthonimalai post, Karur, Tamil Nadu 639005, India",10.9,78.08,http://www.sakthinursingcollege.org/,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Karur,KR,TN West,Tamil Nadu
3131,SAKTHI COLLEGE OF NURSING,"Aachimangalam, Thanthonimalai post, Karur, Tamil Nadu 639005, India",10.9,78.08,http://www.sakthinursingcollege.org/,Self Finance,Medical,Allied Health Sciences,B.Sc. Nursing,Karur,KR,TN West,Tamil Nadu
3132,SAKTHI INSTITUTE OF FASHION TECHNOLOGY,"S.F.No.250-251,A.Periapalayam, Tiruppur, Tamil Nadu 641607, India",11.1,77.41,,Self Finance,Polytechnic College,Polytechnic College,,Tiruppur,TP,TN West,Tamil Nadu
3133,Sakthi Kailash Women's College,Dharmapuri,12.2,78.19,http://www.pmpcollege.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Dharmapuri,DH,TN North,Tamil Nadu
3134,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Civil,Civil Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3135,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3136,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Computer Science,Information Technology,Kanchipuram,KC,TN North,Tamil Nadu
3137,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3138,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3139,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Mechanical,Automobile Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3140,Sakthi Mariamman Engineering College,"Narayanasamy Nagar, 55 Thandalam, Kancheepuram(Dt.),Pin 602105",12.9,80.23,www.smecollege.edu,Self Finance,Engineering,Mechanical,Mechanical Engineering,Kanchipuram,KC,TN North,Tamil Nadu
3141,Salem Christian Arts & Science College,"Dhathanur, Salem.",11.7,78.26,https://targetstudy.com/university/285/periyar-university/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Salem,SA,TN West,Tamil Nadu
3142,Salem College of Engineering and Technology,"Salem-Attur Main Road, M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.7,78.33,www.salemcollege.in,Self Finance,Engineering,Bio Technology,Bio Medical Engineering,Salem,SA,TN West,Tamil Nadu
3143,Salem College of Engineering and Technology,"Salem-Attur Main Road, M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.7,78.33,www.salemcollege.in,Self Finance,Engineering,Civil,Civil Engineering,Salem,SA,TN West,Tamil Nadu
3144,Salem College of Engineering and Technology,"Salem-Attur Main Road, M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.7,78.33,www.salemcollege.in,Self Finance,Engineering,Computer Science,Computer Science and Engineering,Salem,SA,TN West,Tamil Nadu
3145,Salem College of Engineering and Technology,"Salem-Attur Main Road, M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.7,78.33,www.salemcollege.in,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Salem,SA,TN West,Tamil Nadu
3146,Salem College of Engineering and Technology,"Salem-Attur Main Road, M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.7,78.33,www.salemcollege.in,Self Finance,Engineering,Electrical,Electrical and Electronics Engineering,Salem,SA,TN West,Tamil Nadu
3147,Salem College of Engineering and Technology,"Salem-Attur Main Road, M.Perumapalayam, Near Toll Plaza, Salem(Dt.),Pin 636111",11.7,78.33,www.salemcollege.in,Self Finance,Engineering,Mechanical,Mechanical Engineering,Salem,SA,TN West,Tamil Nadu
3148,SALEM KONGU POLYTECHNIC COLLEGE,"Tiruchengode - Salem Main Rd, Ariyanur, Salem, Tamil Nadu 636308, India",11.6,78.08,http://thekongucollege.org/,Self Finance,Polytechnic College,Polytechnic College,,Salem,SA,TN West,Tamil Nadu
3149,Salem Kongunadu Arts & Science College ( Co-Ed),"Jakir Ammapalayam, Salem.",11.7,78.12,https://www.kongunaducollege.ac.in/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Salem,SA,TN West,Tamil Nadu
3150,SALEM POLYCLINIC,"No. 250, Omalur Main Road.,SALEM 636 007",11.7,78.14,www.salempolyclinic.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Medical Laboratory Technology,Salem,SA,TN West,Tamil Nadu
3151,SALEM POLYCLINIC,"No. 250, Omalur Main Road.,SALEM 636 007",11.7,78.14,www.salempolyclinic.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Operation Theatre and Anesthesia Technology,Salem,SA,TN West,Tamil Nadu
3152,SALEM POLYCLINIC,"No. 250, Omalur Main Road.,SALEM 636 007",11.7,78.14,www.salempolyclinic.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Dialysis Technology,Salem,SA,TN West,Tamil Nadu
3153,SALEM POLYCLINIC,"No. 250, Omalur Main Road.,SALEM 636 007",11.7,78.14,www.salempolyclinic.com/,Self Finance,Medical,Allied Health Sciences,B.Sc. Critical Care Technology,Salem,SA,TN West,Tamil Nadu
3154,Sami Arul College of Arts & Science 199/1,"199/1, Sami Arul Nagar, Pillayarpatti Main Rd, Thanjavur.",11.7,78.93,,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Thanjavur,TJ,TN Central,Tamil Nadu
3155,Sams College of Engineering and Technology,"# 82, Panapakkam, Near Periyapalayam, Uthukottai(Tk.), Thiruvallur(Dt.),Pin 601102",13.3,80.06,www.samsengineering.org,Self Finance,Engineering,Electrical,Electronics and Communication Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3156,Sams College of Engineering and Technology,"# 82, Panapakkam, Near Periyapalayam, Uthukottai(Tk.), Thiruvallur(Dt.),Pin 601102",13.3,80.06,www.samsengineering.org,Self Finance,Engineering,Mechanical,Mechanical Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3157,Sams College of Engineering and Technology,"# 82, Panapakkam, Near Periyapalayam, Uthukottai(Tk.), Thiruvallur(Dt.),Pin 601102",13.3,80.06,www.samsengineering.org,Self Finance,Engineering,Mechanical,Marine Engineering,Tiruvallur,TL,TN North,Tamil Nadu
3158,SAMUEL POLYTECHNIC COLLEGE,"Mudivaithanendal, Vagaikulam, Thoothukudi, Tamil Nadu 628102, India",8.72,78.01,www.samuelcolleges.com/,Self Finance,Polytechnic College,Polytechnic College,,Thoothukudi,TK,TN South,Tamil Nadu
3159,San Academy of Architecture,"Navakkarai Post, Walayar, Coimbatore(Dt.),Pin641105",10.9,76.85,www.sanarch.in,Self Finance,Engineering,Architecture,Architecture,Coimbatore,CO,TN West,Tamil Nadu
3160,SAN International Arts And Science College,"ACC Pirivu, Mavuthampathy Village, Navakkarai PO, Coimbatore - 641 105.",10.9,76.85,http://www.saninstitutions.com/,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Coimbatore,CO,TN West,Tamil Nadu
3161,SANDHYA COLLEGE OF HEALTH SCIENCES,"No.565, Phase 1 ,16th Cross,SathuvachariVellore 632 009",12.9,79.18,,Self Finance,Medical,Allied Health Sciences,B.Sc. Operation Theatre and Anesthesia Technology,Vellore,VE,TN North,Tamil Nadu
3162,SANDHYA COLLEGE OF HEALTH SCIENCES,"No.565, Phase 1 ,16th Cross,SathuvachariVellore 632 009",12.9,79.18,,Self Finance,Medical,Allied Health Sciences,B.Sc. Radiology and Imaging Technology,Vellore,VE,TN North,Tamil Nadu
3163,SANDHYA COLLEGE OF HEALTH SCIENCES,"No.565, Phase 1 ,16th Cross,SathuvachariVellore 632 009",12.9,79.18,,Self Finance,Medical,Allied Health Sciences,B.Sc. Medical Laboratory Technology,Vellore,VE,TN North,Tamil Nadu
3164,SANDHYA COLLEGE OF HEALTH SCIENCES,"No.565, Phase 1 ,16th Cross,SathuvachariVellore 632 009",12.9,79.18,,Self Finance,Medical,Allied Health Sciences,B.Sc. Physician Assistant,Vellore,VE,TN North,Tamil Nadu
3165,SANDHYA COLLEGE OF HEALTH SCIENCES,"No.565, Phase 1 ,16th Cross,SathuvachariVellore 632 009",12.9,79.18,,Self Finance,Medical,Allied Health Sciences,B.Sc. Medical Record Science,Vellore,VE,TN North,Tamil Nadu
3166,SANDHYA COLLEGE OF HEALTH SCIENCES,"No.565, Phase 1 ,16th Cross,SathuvachariVellore 632 009",12.9,79.18,,Self Finance,Medical,Allied Health Sciences,B.Sc. Accident and Emergency Care Technology,Vellore,VE,TN North,Tamil Nadu
3167,Sangamam Arts & Science College,"Annamangalam, Gingee Tk, Villupuram District.",12.3,79.4,http://sanghamamcollege.weebly.com/index.html,Self Finance,Arts Commerce & Science,Arts Commerce & Science,,Viluppuram,VL,TN Central,Tamil Nadu
